-0.35359037	-0.23804167	0.5306212	-0.05886516	-0.17499344	-0.31681493	-0.1667233	-0.5602583	-0.5183675	-1.1061524	0.09216238	0.2278366	0.35623762	-0.6021821	0.038878318
-0.7867953	-0.9067801	0.43908027	-0.47835281	-0.7278433	-0.6072534	-0.4799742	-1.3158017	-0.6425308	-0.44542864	0.15490934	0.31067464	0.086203806	-0.68490773	-0.03756979
0.67804444	0.8217563	-0.2998746	0.60020727	-0.24139358	0.8577739	0.31757602	0.50609493	1.1228191	0.50512713	-0.76628196	-0.2350727	0.57640994	0.3927405	0.4125194
-0.8995495	-0.88316894	-0.11448616	-0.41757214	-0.13655278	-0.8949964	-0.003588942	-1.3135529	-0.44611412	-0.42874545	0.19642082	0.8907784	-0.7434454	-0.7400999	0.8225211
-1.1230551	-0.09889121	0.07243686	-0.034294758	-0.26114887	0.043612894	-0.02850298	-0.11988297	-0.44860804	0.21155119	0.5453918	0.70260125	-0.22790094	0.024776425	-0.3087624
-0.09621677	0.0076029995	-0.37575653	-0.22375593	-0.61660546	-0.72040886	-0.6782268	-0.7856336	0.029410588	-0.2103705	0.23982312	0.4920977	-0.17367724	-0.062224656	-0.035762478
-0.6941951	-0.6590255	0.5398215	-0.27980584	-0.0441699	-0.2050815	-0.65337163	-0.51930326	-0.013907523	0.2143517	-0.17651165	0.24811529	0.42703676	0.18906668	0.34582272
-0.6401993	0.24909192	-0.13124555	-0.8174119	-0.24042964	0.13722074	-0.1518349	0.3998397	-0.22918051	0.07244261	0.63922864	0.21279354	0.1737828	-0.07023718	-0.09551833
0.3297969	0.29887667	-0.29763803	0.7838279	0.28270653	0.049294136	0.49482137	-0.05848738	0.5251061	-0.024284182	-0.5678693	-0.6795802	0.34278578	0.68006945	-0.06255654
-0.91653585	-0.42921788	0.51595616	-0.10129164	-0.3393798	-0.114513434	-0.04169022	-0.6976243	-0.29967657	-0.2775795	-0.14785598	0.5298491	-0.7001835	-0.5757668	0.7482171
-0.085475236	-0.2510172	0.37082744	-0.80621374	-0.4231918	-0.7888598	-0.58643126	-0.2901562	-0.6217313	-0.49958363	-0.14455268	0.6521734	-0.44932875	0.052004423	0.21098755
-0.6794623	0.012913395	0.4086799	0.34865224	0.2500117	0.45725954	-0.3434902	0.4084706	-0.53751135	-0.51417446	-0.15665734	0.18461646	-0.21765994	-0.10530705	-0.5233425
-0.65541136	0.13328305	0.14231436	-1.0897009	-0.6291001	-0.2619348	0.15540332	-0.7302741	-0.35446003	-0.17966434	0.28163216	0.012065576	0.16803753	0.109685905	0.15977708
0.18835913	-0.08514644	0.0025499703	-0.42902064	-0.3175756	0.25697222	0.16690093	-0.1711093	-0.5189483	0.27162096	0.32858917	0.012936299	0.09183824	-0.73619795	-0.007442413
-0.3102059	-0.4080226	0.52495724	0.06875955	-0.7266854	-0.013551795	0.020950632	-0.7884589	-0.37335372	0.19622494	-0.4898362	0.7033547	0.07320053	-0.9883967	0.6164714
-0.7828023	-0.4556599	0.07503233	-0.13200577	0.31009072	-0.27652818	-0.36545894	-0.5138858	0.4049566	-0.7485072	0.29028448	0.24199323	-0.26940015	0.035967197	0.19235438
0.10187127	0.113947846	0.86515313	-0.43620172	-0.3814492	-0.037719	-0.38677055	-0.7283706	-0.3530329	-0.5271282	0.4854344	0.21785438	0.25469795	-1.1031743	0.18630292
-0.74414295	-0.8536085	0.1744541	-0.5132438	-0.6291785	-1.4736378	-0.2907674	-0.747722	0.026197733	-0.6113596	0.65013486	0.40329057	0.22567463	-0.6606038	0.12417448
-0.528765	-0.0027523008	0.16872968	0.116329275	-0.14966452	0.040760472	-0.5723072	-1.118957	-0.7858459	0.12521216	-0.9668541	0.60017824	-0.2079464	-0.26958242	0.18827386
0.5541791	0.055237517	0.21819285	-0.16519585	-0.51959085	0.16790718	0.76043266	-0.0044103838	0.45113918	0.37885055	0.39936692	0.097131394	0.5900092	0.001862269	0.64420086
-0.6881219	-1.2698795	0.6379372	-0.4593252	-0.3438695	-0.3224984	-0.18343586	-0.6060161	-0.44683442	-0.62053436	0.11516475	0.21505676	-0.36009806	-0.5084741	-0.30172154
-0.12063226	0.019724738	0.5974387	0.5771268	0.20534067	0.004216974	-0.037010495	0.27410296	0.031809002	-0.6664191	0.039585546	-0.3095432	-0.33751827	0.21255818	0.27191216
0.18080375	-0.95914495	0.605441	-0.33887324	-0.9096006	-0.42999405	0.2704726	-0.29287407	-0.1087556	-0.30147794	0.47571456	0.2991685	0.07457945	-0.90566885	-0.15677847
-0.84468055	-0.20365568	0.14348559	-0.70747477	-0.6887873	-0.93425107	-0.26088175	-0.95036066	0.09921645	-0.65986645	0.71562743	0.6101858	-0.04790094	-0.56537586	-0.4755839
-0.86515325	-0.9625306	0.3259202	-0.29657015	-0.49189863	-1.381635	-0.4696342	-0.92881596	-0.04662274	-0.47349238	0.081232004	0.5009606	-0.22518171	-1.1086768	-0.06363177
0.009411734	0.54182816	0.22202474	0.46004438	0.12990932	0.6733722	-0.2647283	0.2789741	0.24715419	0.36815116	-0.2809878	-0.16548398	-0.30938652	0.6743496	0.2757546
-1.4302047	-0.89927596	0.8023587	-0.0047260476	-0.7226144	-0.56190157	-0.3275594	-1.2581863	-0.380241	-0.47747558	0.7012482	0.4328692	-0.6396632	-0.61990505	-0.023820017
-0.17281662	-0.07342131	-0.32114258	-0.5942277	-0.34132975	0.13442753	0.059228152	-0.4993077	-0.08969573	0.45287648	0.07721463	0.14330836	0.24145496	-0.08542761	0.16648647
-0.08029067	-0.35492095	0.46375796	-0.1742338	-0.5397424	-0.17443377	-0.0116903065	-0.834852	-0.25352293	-0.5059229	-0.23600818	0.31825745	-0.43115214	-0.12298385	0.1117446
